progress_id,student_unique_id,lecture_unique_id,view_count,watched_seconds,progress_percent,downloaded_offline,last_opened_at
P001741,C058,L00330,0,0,0,No,2025-03-15
P001742,C058,L00204,4,491,50,Yes,2025-03-01
P001743,C058,L00635,3,265,20,Yes,2025-03-13
P001744,C058,L00074,0,0,0,Yes,2025-03-22
P001745,C058,L00835,0,0,0,No,2025-03-12
P001746,C058,L00472,1,209,20,No,2025-03-01
P001747,C058,L00847,1,127,10,Yes,2025-03-26
P001748,C058,L00323,0,0,0,Yes,2025-03-24
P001749,C058,L00241,0,0,0,Yes,2025-03-24
P001750,C058,L00418,1,249,30,No,2025-03-08
P001751,C058,L00694,1,309,30,Yes,2025-03-26
P001752,C058,L00310,3,1125,90,No,2025-03-23
P001753,C058,L00563,3,451,50,No,2025-03-10
P001754,C058,L00331,4,133,20,No,2025-03-02
P001755,C058,L00083,2,896,70,Yes,2025-03-12
P001756,C058,L00197,4,251,20,No,2025-03-09
P001757,C058,L00518,4,820,100,No,2025-03-22
P001758,C058,L00051,2,920,100,Yes,2025-03-07
P001759,C058,L00701,3,77,10,No,2025-03-07
P001760,C058,L00389,2,229,20,Yes,2025-03-06
P001761,C058,L00299,4,1538,90,Yes,2025-03-10
P001762,C058,L00750,2,87,10,Yes,2025-03-02
P001763,C058,L00645,2,1028,70,Yes,2025-03-08
P001764,C058,L00045,0,0,0,Yes,2025-03-03
P001765,C058,L00042,3,1027,100,Yes,2025-03-17
P001766,C058,L00355,4,126,10,No,2025-03-24
P001767,C058,L00818,0,0,0,Yes,2025-03-05
P001768,C058,L00148,4,115,10,Yes,2025-03-13
P001769,C058,L00026,0,0,0,No,2025-03-02
P001770,C058,L00196,0,0,0,No,2025-03-18
P001771,C059,L00593,1,195,20,No,2025-03-19
P001772,C059,L00056,2,727,50,Yes,2025-03-16
P001773,C059,L00847,3,1241,100,Yes,2025-03-06
P001774,C059,L00583,0,0,0,Yes,2025-03-10
P001775,C059,L00341,4,1017,70,No,2025-03-13
P001776,C059,L00687,4,67,10,Yes,2025-03-09
P001777,C059,L00449,0,0,0,Yes,2025-03-20
P001778,C059,L00873,4,154,10,Yes,2025-03-15
P001779,C059,L00805,2,264,30,Yes,2025-03-16
P001780,C059,L00110,0,0,0,No,2025-03-04
P001781,C059,L00747,2,1073,100,No,2025-03-05
P001782,C059,L00798,4,260,20,Yes,2025-03-06
P001783,C059,L00803,4,157,10,No,2025-03-12
P001784,C059,L00037,4,266,30,Yes,2025-03-03
P001785,C059,L00051,1,827,70,Yes,2025-03-07
P001786,C059,L00605,1,1692,100,Yes,2025-03-15
P001787,C059,L00168,3,60,10,Yes,2025-03-12
P001788,C059,L00161,3,256,20,No,2025-03-17
P001789,C059,L00234,4,965,90,No,2025-03-09
P001790,C059,L00479,2,1458,90,Yes,2025-03-16
P001791,C059,L00507,4,590,50,Yes,2025-03-02
P001792,C059,L00393,2,696,100,Yes,2025-03-23
P001793,C059,L00188,1,1450,100,Yes,2025-03-20
P001794,C059,L00849,4,251,20,Yes,2025-03-22
P001795,C059,L00431,2,767,50,No,2025-03-26
P001796,C059,L00807,0,0,0,No,2025-03-26
P001797,C059,L00493,1,155,10,No,2025-03-15
P001798,C059,L00453,4,827,70,Yes,2025-03-26
P001799,C059,L00611,4,872,70,No,2025-03-16
P001800,C059,L00403,0,0,0,Yes,2025-03-23
P001801,C059,L00224,3,184,30,No,2025-03-24
P001802,C059,L00118,3,95,10,Yes,2025-03-11
P001803,C059,L00352,1,1379,100,No,2025-03-23
P001804,C059,L00172,0,0,0,No,2025-03-13
P001805,C059,L00679,1,1040,90,No,2025-03-04
P001806,C060,L00371,2,541,70,Yes,2025-03-15
P001807,C060,L00145,1,150,20,No,2025-03-08
P001808,C060,L00097,0,0,0,No,2025-03-19
P001809,C060,L00285,4,841,50,No,2025-03-17
P001810,C060,L00020,1,135,10,No,2025-03-05
P001811,C060,L00016,4,1000,100,No,2025-03-10
P001812,C060,L00582,0,0,0,No,2025-03-04
P001813,C060,L00773,1,1170,90,No,2025-03-09
P001814,C060,L00483,2,548,90,No,2025-03-26
P001815,C060,L00239,0,0,0,No,2025-03-14
P001816,C060,L00035,2,207,20,Yes,2025-03-23
P001817,C060,L00022,4,178,20,Yes,2025-03-02
P001818,C060,L00146,3,407,50,No,2025-03-11
P001819,C060,L00514,3,555,70,No,2025-03-18
P001820,C060,L00254,2,157,10,No,2025-03-02
P001821,C060,L00429,4,282,30,No,2025-03-08
P001822,C060,L00774,2,1774,100,Yes,2025-03-02
P001823,C060,L00581,2,244,20,Yes,2025-03-19
P001824,C060,L00363,2,1325,90,Yes,2025-03-09
P001825,C060,L00328,3,794,70,No,2025-03-21
P001826,C060,L00482,3,356,50,Yes,2025-03-10
P001827,C060,L00825,2,265,20,Yes,2025-03-24
P001828,C060,L00288,4,421,30,Yes,2025-03-16
P001829,C060,L00056,2,1000,70,No,2025-03-08
P001830,C060,L00046,1,152,20,No,2025-03-04
P001831,C060,L00405,1,847,50,Yes,2025-03-05
P001832,C060,L00501,2,1177,90,Yes,2025-03-24
P001833,C060,L00631,1,163,10,Yes,2025-03-07
P001834,C060,L00816,4,68,10,Yes,2025-03-14
P001835,C061,L00233,2,721,50,Yes,2025-03-24
P001836,C061,L00312,2,1255,70,Yes,2025-03-23
P001837,C061,L00769,3,236,20,Yes,2025-03-20
P001838,C061,L00191,3,103,10,No,2025-03-14
P001839,C061,L00469,2,523,50,No,2025-03-12
P001840,C061,L00386,4,359,50,No,2025-03-16
P001841,C061,L00155,4,972,70,Yes,2025-03-10
P001842,C061,L00151,2,1162,70,Yes,2025-03-08
P001843,C061,L00858,0,0,0,Yes,2025-03-02
P001844,C061,L00624,4,148,10,Yes,2025-03-03
P001845,C061,L00822,0,0,0,Yes,2025-03-24
P001846,C061,L00856,4,170,10,No,2025-03-07
P001847,C061,L00413,4,270,20,Yes,2025-03-15
P001848,C061,L00681,4,171,10,Yes,2025-03-14
P001849,C061,L00877,1,667,50,No,2025-03-08
P001850,C061,L00101,2,563,70,Yes,2025-03-08
P001851,C061,L00581,3,896,50,Yes,2025-03-04
P001852,C061,L00609,1,490,30,No,2025-03-09
P001853,C061,L00662,0,0,0,Yes,2025-03-15
P001854,C061,L00186,1,479,70,No,2025-03-23
P001855,C061,L00675,3,453,70,Yes,2025-03-01
P001856,C061,L00461,2,483,30,Yes,2025-03-07
P001857,C061,L00420,4,100,10,Yes,2025-03-01
P001858,C061,L00652,1,1247,70,Yes,2025-03-22
P001859,C061,L00676,0,0,0,No,2025-03-17
P001860,C061,L00329,3,195,20,Yes,2025-03-21
P001861,C061,L00115,3,1633,100,No,2025-03-23
P001862,C062,L00817,3,1462,90,Yes,2025-03-21
P001863,C062,L00865,4,302,30,Yes,2025-03-06
P001864,C062,L00541,3,1586,100,Yes,2025-03-10
P001865,C062,L00696,4,770,100,No,2025-03-03
P001866,C062,L00065,4,652,50,No,2025-03-15
P001867,C062,L00110,0,0,0,No,2025-03-08
P001868,C062,L00226,1,1028,70,Yes,2025-03-04
P001869,C062,L00616,1,1666,100,Yes,2025-03-14
P001870,C062,L00018,0,0,0,No,2025-03-24
P001871,C062,L00261,1,1369,100,Yes,2025-03-13
P001872,C062,L00242,4,174,10,No,2025-03-26
P001873,C062,L00720,4,169,20,No,2025-03-02
P001874,C062,L00537,3,125,10,No,2025-03-04
P001875,C062,L00708,3,124,10,Yes,2025-03-19
P001876,C062,L00163,4,1127,100,Yes,2025-03-11
P001877,C062,L00666,0,0,0,Yes,2025-03-25
P001878,C062,L00207,0,0,0,No,2025-03-12
P001879,C062,L00503,0,0,0,Yes,2025-03-08
P001880,C062,L00765,3,992,70,Yes,2025-03-18
P001881,C062,L00314,2,1458,100,Yes,2025-03-07
P001882,C062,L00862,4,1195,100,No,2025-03-24
P001883,C062,L00847,2,174,20,No,2025-03-10
P001884,C062,L00297,2,501,70,No,2025-03-08
P001885,C062,L00645,3,259,20,Yes,2025-03-26
P001886,C062,L00199,4,188,30,No,2025-03-16
P001887,C062,L00807,4,967,90,No,2025-03-11
P001888,C062,L00276,3,1044,90,Yes,2025-03-02
P001889,C062,L00255,1,1075,70,No,2025-03-09
P001890,C062,L00296,0,0,0,Yes,2025-03-24
P001891,C062,L00393,2,118,10,No,2025-03-20
P001892,C062,L00821,0,0,0,Yes,2025-03-09
P001893,C062,L00876,2,1386,90,No,2025-03-02
P001894,C062,L00283,1,126,10,Yes,2025-03-23
P001895,C062,L00843,2,680,50,No,2025-03-08
P001896,C062,L00662,0,0,0,Yes,2025-03-26
P001897,C062,L00151,4,421,30,No,2025-03-07
P001898,C062,L00231,2,809,50,Yes,2025-03-06
P001899,C062,L00872,4,1125,70,Yes,2025-03-14
P001900,C062,L00650,2,1614,90,Yes,2025-03-19
P001901,C063,L00063,2,90,10,No,2025-03-04
P001902,C063,L00405,2,910,70,No,2025-03-09
P001903,C063,L00070,2,1558,90,No,2025-03-26
P001904,C063,L00516,1,267,20,No,2025-03-13
P001905,C063,L00850,1,178,10,No,2025-03-03
P001906,C063,L00793,4,679,50,No,2025-03-17
P001907,C063,L00322,0,0,0,No,2025-03-14
P001908,C063,L00836,3,619,50,Yes,2025-03-17
P001909,C063,L00370,2,1535,90,No,2025-03-20
P001910,C063,L00178,3,762,70,Yes,2025-03-07
P001911,C063,L00376,2,993,90,Yes,2025-03-14
P001912,C063,L00270,0,0,0,Yes,2025-03-09
P001913,C063,L00309,1,353,30,Yes,2025-03-24
P001914,C063,L00674,3,1702,100,No,2025-03-04
P001915,C063,L00513,1,1293,100,Yes,2025-03-24
P001916,C063,L00534,3,91,10,Yes,2025-03-20
P001917,C063,L00656,3,602,70,Yes,2025-03-16
P001918,C063,L00096,4,433,30,Yes,2025-03-11
P001919,C063,L00002,2,859,70,Yes,2025-03-24
P001920,C063,L00129,1,1201,70,No,2025-03-06
P001921,C063,L00526,1,1787,100,No,2025-03-16
P001922,C063,L00196,0,0,0,No,2025-03-20
P001923,C063,L00704,1,378,30,No,2025-03-14
P001924,C063,L00878,0,0,0,Yes,2025-03-05
P001925,C063,L00589,1,1045,70,No,2025-03-09
P001926,C063,L00644,4,1339,100,No,2025-03-05
P001927,C064,L00706,3,484,30,No,2025-03-07
P001928,C064,L00030,3,220,20,Yes,2025-03-26
P001929,C064,L00331,0,0,0,Yes,2025-03-25
P001930,C064,L00532,3,415,50,No,2025-03-04
P001931,C064,L00028,3,442,50,No,2025-03-24
P001932,C064,L00009,0,0,0,No,2025-03-01
P001933,C064,L00150,2,692,100,Yes,2025-03-08
P001934,C064,L00019,3,523,30,No,2025-03-01
P001935,C064,L00070,0,0,0,Yes,2025-03-25
P001936,C064,L00201,0,0,0,No,2025-03-11
P001937,C064,L00645,1,176,10,Yes,2025-03-26
P001938,C064,L00052,4,668,50,Yes,2025-03-13
P001939,C064,L00755,4,691,70,Yes,2025-03-15
P001940,C064,L00290,4,70,10,No,2025-03-25
P001941,C064,L00279,4,353,50,No,2025-03-09
P001942,C064,L00760,1,883,50,Yes,2025-03-22
P001943,C064,L00436,1,251,20,No,2025-03-14
P001944,C064,L00073,1,286,20,Yes,2025-03-10
P001945,C064,L00333,0,0,0,No,2025-03-14
P001946,C064,L00486,3,111,10,Yes,2025-03-19
P001947,C064,L00661,4,281,20,No,2025-03-18
P001948,C064,L00686,4,1226,70,No,2025-03-04
P001949,C064,L00299,4,1529,100,No,2025-03-17
P001950,C064,L00826,3,730,50,Yes,2025-03-03
P001951,C064,L00103,4,1498,90,Yes,2025-03-21
P001952,C064,L00780,3,862,90,No,2025-03-01
P001953,C064,L00450,0,0,0,Yes,2025-03-12
P001954,C065,L00216,0,0,0,Yes,2025-03-08
P001955,C065,L00100,3,351,50,Yes,2025-03-12
P001956,C065,L00247,3,482,50,No,2025-03-24
P001957,C065,L00697,3,156,20,No,2025-03-23
P001958,C065,L00257,0,0,0,Yes,2025-03-05
P001959,C065,L00375,1,236,20,Yes,2025-03-21
P001960,C065,L00048,4,100,10,Yes,2025-03-20
P001961,C065,L00414,4,138,20,Yes,2025-03-24
P001962,C065,L00648,3,1020,90,No,2025-03-14
P001963,C065,L00540,0,0,0,No,2025-03-25
P001964,C065,L00548,4,406,50,Yes,2025-03-24
P001965,C065,L00329,4,1221,70,No,2025-03-08
P001966,C065,L00492,3,556,90,Yes,2025-03-05
P001967,C065,L00772,4,229,30,Yes,2025-03-10
P001968,C065,L00774,4,359,20,Yes,2025-03-20
P001969,C065,L00327,0,0,0,Yes,2025-03-26
P001970,C065,L00103,2,1407,90,Yes,2025-03-11
P001971,C065,L00571,2,875,70,Yes,2025-03-05
P001972,C065,L00220,3,854,50,Yes,2025-03-01
P001973,C065,L00650,4,67,10,Yes,2025-03-09
P001974,C065,L00078,4,142,20,No,2025-03-07
P001975,C065,L00615,1,301,20,No,2025-03-05
P001976,C065,L00573,3,272,20,No,2025-03-19
P001977,C065,L00279,4,886,50,No,2025-03-12
P001978,C065,L00634,3,1461,100,No,2025-03-05
P001979,C065,L00152,4,1191,90,No,2025-03-24
P001980,C065,L00190,3,323,20,No,2025-03-22
P001981,C065,L00349,3,720,70,No,2025-03-02
P001982,C065,L00416,3,1232,70,Yes,2025-03-05
P001983,C065,L00265,1,466,30,Yes,2025-03-13
P001984,C065,L00667,0,0,0,Yes,2025-03-16
P001985,C065,L00452,0,0,0,Yes,2025-03-13
P001986,C065,L00599,2,189,20,Yes,2025-03-19
P001987,C065,L00708,3,117,10,Yes,2025-03-04
P001988,C065,L00189,3,355,20,No,2025-03-11
P001989,C066,L00050,4,111,10,Yes,2025-03-03
P001990,C066,L00358,0,0,0,Yes,2025-03-13
P001991,C066,L00597,3,333,20,Yes,2025-03-16
P001992,C066,L00633,3,95,10,No,2025-03-02
P001993,C066,L00601,4,69,10,Yes,2025-03-17
P001994,C066,L00853,1,260,20,No,2025-03-24
P001995,C066,L00609,0,0,0,Yes,2025-03-09
P001996,C066,L00144,3,1076,70,No,2025-03-04
P001997,C066,L00135,2,1709,100,No,2025-03-19
P001998,C066,L00175,4,433,70,No,2025-03-20
P001999,C066,L00402,0,0,0,No,2025-03-15
P002000,C066,L00871,0,0,0,No,2025-03-06
P002001,C066,L00079,0,0,0,Yes,2025-03-20
P002002,C066,L00575,3,1213,100,No,2025-03-14
P002003,C066,L00773,0,0,0,No,2025-03-25
P002004,C066,L00776,1,1160,100,Yes,2025-03-19
P002005,C066,L00500,3,1131,70,No,2025-03-18
P002006,C066,L00669,2,1659,100,No,2025-03-12
P002007,C066,L00038,2,336,20,No,2025-03-20
P002008,C066,L00028,4,210,20,No,2025-03-17
P002009,C066,L00661,4,764,90,No,2025-03-25
P002010,C066,L00850,0,0,0,Yes,2025-03-09
P002011,C066,L00167,4,1341,100,Yes,2025-03-04
P002012,C066,L00840,1,858,90,No,2025-03-10
P002013,C066,L00036,1,1236,70,No,2025-03-18
P002014,C066,L00310,1,666,90,Yes,2025-03-16
P002015,C066,L00855,0,0,0,No,2025-03-19
P002016,C066,L00146,4,290,20,No,2025-03-05
P002017,C066,L00459,4,407,30,Yes,2025-03-09
P002018,C066,L00542,0,0,0,No,2025-03-10
P002019,C067,L00552,2,1384,90,No,2025-03-03
P002020,C067,L00875,0,0,0,Yes,2025-03-15
P002021,C067,L00874,0,0,0,No,2025-03-17
P002022,C067,L00201,0,0,0,No,2025-03-19
P002023,C067,L00296,3,319,20,Yes,2025-03-20
P002024,C067,L00133,1,367,30,No,2025-03-14
P002025,C067,L00591,0,0,0,Yes,2025-03-23
P002026,C067,L00429,0,0,0,Yes,2025-03-05
P002027,C067,L00331,4,571,50,No,2025-03-16
P002028,C067,L00775,2,581,70,Yes,2025-03-18
P002029,C067,L00600,2,143,20,Yes,2025-03-06
P002030,C067,L00742,4,812,50,No,2025-03-21
P002031,C067,L00334,4,518,30,No,2025-03-01
P002032,C067,L00426,2,785,50,No,2025-03-18
P002033,C067,L00687,4,139,10,No,2025-03-10
P002034,C067,L00347,3,584,50,No,2025-03-14
P002035,C067,L00565,0,0,0,No,2025-03-13
P002036,C067,L00057,0,0,0,No,2025-03-12
P002037,C067,L00798,0,0,0,Yes,2025-03-15
P002038,C067,L00653,3,269,30,No,2025-03-15
P002039,C067,L00705,2,693,90,No,2025-03-11
P002040,C067,L00666,0,0,0,No,2025-03-19
P002041,C067,L00652,4,292,20,No,2025-03-23
P002042,C067,L00867,1,252,30,Yes,2025-03-11
P002043,C067,L00660,2,775,90,Yes,2025-03-07
P002044,C067,L00404,2,872,50,Yes,2025-03-07
P002045,C068,L00823,2,129,10,Yes,2025-03-15
P002046,C068,L00695,2,1345,90,No,2025-03-08
P002047,C068,L00389,1,1634,100,No,2025-03-26
P002048,C068,L00568,3,944,70,Yes,2025-03-12
P002049,C068,L00102,2,991,100,No,2025-03-16
P002050,C068,L00872,1,1163,100,No,2025-03-01
P002051,C068,L00388,2,160,10,Yes,2025-03-01
P002052,C068,L00375,4,224,30,No,2025-03-01
P002053,C068,L00837,2,846,70,No,2025-03-09
P002054,C068,L00187,2,162,10,Yes,2025-03-05
P002055,C068,L00487,0,0,0,No,2025-03-02
P002056,C068,L00207,3,1574,90,Yes,2025-03-06
P002057,C068,L00200,4,260,30,Yes,2025-03-03
P002058,C068,L00621,1,178,10,Yes,2025-03-21
P002059,C068,L00190,0,0,0,No,2025-03-15
P002060,C068,L00522,1,126,10,No,2025-03-06
P002061,C068,L00262,3,484,30,Yes,2025-03-18
P002062,C068,L00646,0,0,0,No,2025-03-02
P002063,C068,L00212,2,774,90,No,2025-03-22
P002064,C068,L00067,4,850,70,Yes,2025-03-19
P002065,C068,L00263,1,1386,90,No,2025-03-11
P002066,C068,L00783,4,484,30,No,2025-03-10
P002067,C068,L00652,4,1411,100,Yes,2025-03-04
P002068,C068,L00576,1,1333,100,No,2025-03-22
P002069,C068,L00119,0,0,0,No,2025-03-22
P002070,C068,L00143,0,0,0,No,2025-03-15
P002071,C068,L00138,2,1093,70,No,2025-03-06
P002072,C068,L00503,0,0,0,Yes,2025-03-18
P002073,C068,L00405,4,1134,70,No,2025-03-23
P002074,C068,L00513,3,614,90,Yes,2025-03-01
P002075,C068,L00778,2,856,50,Yes,2025-03-15
P002076,C068,L00708,0,0,0,Yes,2025-03-07
P002077,C068,L00444,4,93,10,Yes,2025-03-08
P002078,C068,L00665,2,801,90,No,2025-03-25
P002079,C068,L00321,0,0,0,No,2025-03-24
P002080,C068,L00549,3,1618,100,No,2025-03-03
P002081,C068,L00242,1,657,50,No,2025-03-24
P002082,C068,L00424,0,0,0,Yes,2025-03-09
P002083,C068,L00318,2,152,20,Yes,2025-03-24
P002084,C068,L00483,4,266,30,Yes,2025-03-20
P002085,C069,L00149,4,206,20,No,2025-03-07
P002086,C069,L00235,0,0,0,No,2025-03-08
P002087,C069,L00599,0,0,0,Yes,2025-03-06
P002088,C069,L00557,1,176,10,Yes,2025-03-20
P002089,C069,L00826,1,1598,90,Yes,2025-03-06
P002090,C069,L00073,4,128,10,Yes,2025-03-05
P002091,C069,L00296,1,153,20,Yes,2025-03-26
P002092,C069,L00609,3,1248,70,No,2025-03-18
P002093,C069,L00217,4,247,20,Yes,2025-03-15
P002094,C069,L00536,2,962,100,Yes,2025-03-26
P002095,C069,L00539,2,1432,90,No,2025-03-26
P002096,C069,L00477,0,0,0,Yes,2025-03-18
P002097,C069,L00281,3,238,20,No,2025-03-13
P002098,C069,L00277,1,262,20,Yes,2025-03-12
P002099,C069,L00810,0,0,0,Yes,2025-03-02
P002100,C069,L00338,0,0,0,Yes,2025-03-26
P002101,C069,L00658,3,122,10,No,2025-03-23
P002102,C069,L00777,4,1678,100,Yes,2025-03-10
P002103,C069,L00148,1,273,20,Yes,2025-03-23
P002104,C069,L00445,2,655,50,No,2025-03-16
P002105,C069,L00834,1,1759,100,Yes,2025-03-25
P002106,C069,L00484,1,309,20,No,2025-03-04
P002107,C069,L00853,3,581,50,No,2025-03-14
P002108,C069,L00774,1,100,10,No,2025-03-16
P002109,C069,L00805,1,1021,70,No,2025-03-05
P002110,C069,L00293,0,0,0,Yes,2025-03-21
P002111,C069,L00394,4,1506,90,Yes,2025-03-20
P002112,C069,L00250,1,968,70,No,2025-03-19
P002113,C069,L00776,0,0,0,Yes,2025-03-03
P002114,C069,L00012,4,213,20,No,2025-03-04
P002115,C069,L00354,3,354,30,Yes,2025-03-24
P002116,C069,L00837,3,440,30,No,2025-03-20
P002117,C069,L00423,2,1476,90,No,2025-03-03
P002118,C069,L00342,0,0,0,Yes,2025-03-06
P002119,C069,L00404,3,403,30,Yes,2025-03-23
P002120,C069,L00037,0,0,0,No,2025-03-09
P002121,C070,L00337,2,566,50,Yes,2025-03-18
P002122,C070,L00772,2,156,10,Yes,2025-03-11
P002123,C070,L00684,0,0,0,Yes,2025-03-23
P002124,C070,L00006,2,94,10,No,2025-03-03
P002125,C070,L00123,1,288,30,Yes,2025-03-16
P002126,C070,L00384,1,145,10,No,2025-03-16
P002127,C070,L00262,0,0,0,Yes,2025-03-05
P002128,C070,L00794,3,1386,90,No,2025-03-09
P002129,C070,L00608,0,0,0,No,2025-03-03
P002130,C070,L00093,2,179,20,Yes,2025-03-14
P002131,C070,L00584,2,576,70,Yes,2025-03-06
P002132,C070,L00778,0,0,0,No,2025-03-20
P002133,C070,L00739,2,777,90,No,2025-03-06
P002134,C070,L00256,2,630,70,Yes,2025-03-13
P002135,C070,L00741,4,1164,70,No,2025-03-13
P002136,C070,L00511,3,340,20,Yes,2025-03-07
P002137,C070,L00838,3,400,30,No,2025-03-02
P002138,C070,L00391,4,984,70,Yes,2025-03-20
P002139,C070,L00589,0,0,0,No,2025-03-01
P002140,C070,L00169,1,1386,90,No,2025-03-25
P002141,C070,L00573,0,0,0,No,2025-03-05
P002142,C070,L00618,2,1116,100,No,2025-03-07
P002143,C070,L00427,2,1062,90,Yes,2025-03-11
P002144,C071,L00144,4,223,20,Yes,2025-03-03
P002145,C071,L00692,2,220,20,Yes,2025-03-13
P002146,C071,L00475,0,0,0,No,2025-03-17
P002147,C071,L00570,4,530,30,Yes,2025-03-24
P002148,C071,L00873,4,327,20,Yes,2025-03-10
P002149,C071,L00372,3,354,30,Yes,2025-03-02
P002150,C071,L00566,0,0,0,No,2025-03-18
P002151,C071,L00458,0,0,0,No,2025-03-18
P002152,C071,L00554,3,1532,100,No,2025-03-13
P002153,C071,L00057,3,189,20,Yes,2025-03-08
P002154,C071,L00521,3,1040,100,No,2025-03-20
P002155,C071,L00732,4,670,70,No,2025-03-04
P002156,C071,L00030,2,602,100,Yes,2025-03-22
P002157,C071,L00770,1,545,70,Yes,2025-03-10
P002158,C071,L00044,1,408,30,Yes,2025-03-18
P002159,C071,L00106,4,278,30,Yes,2025-03-25
P002160,C071,L00322,3,92,10,No,2025-03-06
P002161,C071,L00334,2,354,20,Yes,2025-03-17
P002162,C071,L00102,1,519,30,No,2025-03-17
P002163,C071,L00527,4,198,20,Yes,2025-03-20
P002164,C071,L00366,2,651,50,Yes,2025-03-19
P002165,C071,L00164,2,652,100,Yes,2025-03-07
P002166,C071,L00851,4,183,30,Yes,2025-03-15
P002167,C071,L00382,2,837,70,Yes,2025-03-08
P002168,C071,L00515,0,0,0,No,2025-03-12
P002169,C071,L00506,4,1044,100,No,2025-03-02
P002170,C072,L00441,4,1562,90,Yes,2025-03-23
P002171,C072,L00612,4,121,10,Yes,2025-03-24
P002172,C072,L00490,4,1591,90,No,2025-03-14
P002173,C072,L00770,0,0,0,Yes,2025-03-04
P002174,C072,L00812,4,655,70,No,2025-03-05
P002175,C072,L00783,3,286,20,Yes,2025-03-12
P002176,C072,L00020,3,831,90,No,2025-03-03
P002177,C072,L00555,2,533,50,Yes,2025-03-25
P002178,C072,L00641,0,0,0,No,2025-03-26
P002179,C072,L00699,3,1586,100,No,2025-03-15
P002180,C072,L00627,4,656,70,No,2025-03-25
P002181,C072,L00317,3,801,50,No,2025-03-10
P002182,C072,L00300,1,652,70,No,2025-03-17
P002183,C072,L00551,1,1085,90,No,2025-03-09
P002184,C072,L00501,0,0,0,No,2025-03-17
P002185,C072,L00187,0,0,0,No,2025-03-12
P002186,C072,L00354,0,0,0,Yes,2025-03-14
P002187,C072,L00280,1,405,30,No,2025-03-13
P002188,C072,L00004,4,617,90,Yes,2025-03-21
P002189,C072,L00592,0,0,0,Yes,2025-03-11
P002190,C072,L00167,0,0,0,Yes,2025-03-20
P002191,C073,L00553,4,137,10,Yes,2025-03-15
P002192,C073,L00434,4,562,90,Yes,2025-03-08
P002193,C073,L00478,3,1673,100,Yes,2025-03-25
P002194,C073,L00041,1,558,90,Yes,2025-03-19
P002195,C073,L00305,3,136,20,Yes,2025-03-08
P002196,C073,L00385,2,717,50,No,2025-03-24
P002197,C073,L00484,2,1437,90,Yes,2025-03-24
P002198,C073,L00573,1,1143,90,Yes,2025-03-13
P002199,C073,L00252,1,528,30,Yes,2025-03-07
P002200,C073,L00625,4,1596,100,No,2025-03-09
P002201,C073,L00617,0,0,0,Yes,2025-03-08
P002202,C073,L00084,0,0,0,Yes,2025-03-25
P002203,C073,L00529,3,325,20,Yes,2025-03-19
P002204,C073,L00373,1,526,30,Yes,2025-03-24
P002205,C073,L00101,0,0,0,No,2025-03-15
P002206,C073,L00497,2,401,50,Yes,2025-03-06
P002207,C073,L00650,1,60,10,No,2025-03-23
P002208,C073,L00129,1,1608,90,Yes,2025-03-13
P002209,C073,L00020,2,171,10,Yes,2025-03-14
P002210,C073,L00150,1,516,30,No,2025-03-19
P002211,C073,L00841,2,879,70,Yes,2025-03-09
P002212,C073,L00067,1,354,50,No,2025-03-16
P002213,C073,L00046,3,957,100,Yes,2025-03-21
P002214,C073,L00167,4,464,30,No,2025-03-05
P002215,C073,L00065,0,0,0,Yes,2025-03-15
P002216,C073,L00584,0,0,0,Yes,2025-03-19
P002217,C073,L00682,0,0,0,Yes,2025-03-15
P002218,C073,L00600,4,125,10,Yes,2025-03-18
P002219,C073,L00261,0,0,0,No,2025-03-22
P002220,C073,L00175,1,450,70,No,2025-03-09
P002221,C073,L00327,1,1090,70,No,2025-03-17
P002222,C073,L00634,3,958,100,No,2025-03-12
P002223,C073,L00795,0,0,0,No,2025-03-18
P002224,C074,L00242,2,620,70,Yes,2025-03-22
P002225,C074,L00027,4,797,50,Yes,2025-03-05
P002226,C074,L00599,3,174,10,Yes,2025-03-04
P002227,C074,L00405,0,0,0,Yes,2025-03-13
P002228,C074,L00173,0,0,0,No,2025-03-16
P002229,C074,L00079,3,1309,90,No,2025-03-02
P002230,C074,L00515,4,83,10,Yes,2025-03-02
P002231,C074,L00573,0,0,0,Yes,2025-03-22
P002232,C074,L00671,0,0,0,Yes,2025-03-19
P002233,C074,L00179,0,0,0,No,2025-03-18
P002234,C074,L00075,3,1210,100,No,2025-03-11
P002235,C074,L00676,2,246,20,No,2025-03-04
P002236,C074,L00715,1,254,20,No,2025-03-21
P002237,C074,L00843,0,0,0,Yes,2025-03-11
P002238,C074,L00669,4,520,30,Yes,2025-03-23
P002239,C074,L00299,0,0,0,Yes,2025-03-13
P002240,C074,L00735,3,1179,100,No,2025-03-10
P002241,C074,L00691,0,0,0,No,2025-03-13
P002242,C074,L00872,1,756,50,Yes,2025-03-02
P002243,C074,L00128,1,936,100,No,2025-03-17
P002244,C074,L00406,4,312,50,No,2025-03-11
P002245,C074,L00616,4,248,30,Yes,2025-03-17
P002246,C074,L00206,3,793,70,Yes,2025-03-02
P002247,C074,L00510,4,512,30,No,2025-03-16
P002248,C074,L00368,2,700,70,Yes,2025-03-03
P002249,C074,L00320,1,690,90,No,2025-03-02
P002250,C074,L00064,2,832,50,No,2025-03-15
P002251,C074,L00161,4,132,20,Yes,2025-03-06
P002252,C075,L00573,2,133,20,Yes,2025-03-22
