student_unique_id,course_id,oral_grade,practical_grade,midterm_grade,assignment_grade
G022,A00029,5.4,5.2,4.4,3.0
G022,A00030,5.8,7.1,7.2,10.0
G022,A00031,4.8,6.8,4.3,10.0
G022,A00032,7.8,7.6,4.3,3.0
G022,A00037,6.4,6.8,6.1,10.0
G022,A00038,5.6,6.5,4.6,3.0
G022,A00039,5.9,6.4,4.0,10.0
G022,A00040,6.1,5.1,5.7,10.0
G023,A00005,6.6,6.2,4.5,3.0
G023,A00006,6.3,8.4,4.6,10.0
G023,A00007,7.7,8.1,4.3,3.0
G023,A00008,6.2,6.2,4.8,3.0
G023,A00009,8.0,7.1,6.9,3.0
G023,A00010,7.5,8.0,7.2,10.0
G023,A00011,5.2,6.5,5.8,10.0
G023,A00012,7.8,5.1,6.0,10.0
G023,A00013,4.9,5.3,4.1,3.0
G023,A00014,7.4,6.8,4.3,10.0
G023,A00015,5.8,8.4,5.0,10.0
G023,A00016,0.0,0.0,6.2,10.0
G023,A00033,7.5,5.2,7.0,3.0
G023,A00034,7.3,5.7,6.4,10.0
G023,A00035,7.3,7.7,5.6,3.0
G023,A00036,5.6,7.9,4.5,10.0
G023,A00037,4.8,7.2,7.1,10.0
G023,A00038,5.9,7.3,5.5,10.0
G023,A00039,5.1,5.1,6.9,10.0
G023,A00040,6.9,7.9,6.1,3.0
G024,A00001,5.7,7.8,7.0,3.0
G024,A00002,7.9,5.9,7.6,10.0
G024,A00003,6.7,7.5,7.7,3.0
G024,A00004,7.4,5.8,6.1,10.0
G024,A00005,5.0,5.1,6.0,3.0
G024,A00006,7.5,5.7,5.1,10.0
G024,A00007,7.7,5.6,7.7,3.0
G024,A00008,6.2,6.2,5.8,3.0
G024,A00013,6.6,6.5,4.5,10.0
G024,A00014,7.2,6.8,5.7,10.0
G024,A00015,5.1,6.7,4.5,10.0
G024,A00016,6.3,5.9,6.0,3.0
G024,A00029,5.9,5.1,6.2,10.0
G024,A00030,5.0,7.1,5.4,3.0
G024,A00031,5.8,6.4,4.3,3.0
G024,A00032,4.7,6.0,7.8,10.0
G024,A00033,4.6,8.0,7.1,3.0
G024,A00034,5.0,7.6,7.4,3.0
G024,A00035,7.9,8.0,5.5,3.0
G024,A00036,6.4,6.7,7.0,3.0
G025,A00005,7.9,5.5,5.9,10.0
G025,A00006,6.0,7.4,4.8,3.0
G025,A00007,5.6,5.7,4.5,10.0
G025,A00008,6.3,6.5,5.4,3.0
G025,A00013,6.0,5.2,4.6,10.0
G025,A00014,4.9,7.9,8.0,3.0
G025,A00015,6.7,5.4,4.2,3.0
G025,A00016,5.3,8.2,5.8,10.0
G025,A00017,6.7,8.0,5.8,10.0
G025,A00018,6.8,6.6,5.2,10.0
G025,A00019,5.0,7.6,6.3,3.0
G025,A00020,4.7,7.2,4.6,10.0
G025,A00025,7.2,7.8,7.1,10.0
G025,A00026,6.1,6.5,5.3,3.0
G025,A00027,4.7,7.8,6.4,10.0
G025,A00028,8.0,6.6,6.9,10.0
G025,A00029,4.7,8.3,7.6,3.0
G025,A00030,6.9,6.7,7.3,3.0
G025,A00031,7.9,6.6,6.4,3.0
G025,A00032,5.3,7.7,5.6,3.0
G026,A00009,0.0,0.0,6.0,10.0
G026,A00010,4.9,6.9,7.1,3.0
G026,A00011,5.6,5.6,7.5,3.0
G026,A00012,4.9,6.6,4.4,10.0
G026,A00013,6.9,8.4,5.5,3.0
G026,A00014,4.7,7.6,7.1,10.0
G026,A00015,6.3,7.8,5.7,3.0
G026,A00016,8.0,5.1,5.3,3.0
G026,A00017,7.3,6.6,5.6,3.0
G026,A00018,6.7,7.3,6.4,3.0
G026,A00019,5.6,7.9,8.0,10.0
G026,A00020,6.7,5.2,6.0,3.0
G026,A00021,6.3,8.0,4.8,3.0
G026,A00022,6.0,6.9,4.7,3.0
G026,A00023,5.0,5.7,4.2,3.0
G026,A00024,7.6,6.1,6.2,3.0
G026,A00025,6.1,6.0,6.2,3.0
G026,A00026,5.2,6.9,4.8,10.0
G026,A00027,5.8,5.2,6.8,10.0
G026,A00028,5.9,5.6,7.0,10.0
G027,A00005,0.0,0.0,5.0,3.0
G027,A00006,7.1,5.5,5.4,10.0
G027,A00007,7.2,5.8,8.0,10.0
G027,A00008,4.5,6.6,5.5,10.0
G027,A00009,6.0,6.8,7.0,3.0
G027,A00010,6.2,7.7,5.8,10.0
G027,A00011,4.6,6.6,7.2,3.0
G027,A00012,5.4,7.8,7.1,10.0
G027,A00013,0.0,0.0,6.7,10.0
G027,A00014,5.0,5.4,7.4,3.0
G027,A00015,6.4,5.5,7.8,3.0
G027,A00016,5.3,6.5,6.3,3.0
G027,A00029,4.5,6.4,4.9,3.0
G027,A00030,5.3,7.6,5.6,10.0
G027,A00031,7.9,7.0,7.0,3.0
G027,A00032,0.0,0.0,6.6,3.0
G027,A00037,7.9,5.6,4.7,3.0
G027,A00038,6.2,5.8,4.2,10.0
G027,A00039,4.9,7.0,6.7,3.0
G027,A00040,6.4,6.5,5.0,10.0
G028,A00013,6.1,6.8,6.0,10.0
G028,A00014,7.5,5.6,7.0,3.0
G028,A00015,4.8,7.3,6.3,3.0
G028,A00016,6.2,8.0,4.3,10.0
G028,A00017,5.0,5.9,4.7,10.0
G028,A00018,5.6,6.7,4.9,10.0
G028,A00019,7.1,8.4,5.0,3.0
G028,A00020,6.2,6.2,6.3,10.0
G028,A00029,5.8,7.1,6.0,10.0
G028,A00030,5.9,5.3,4.8,10.0
G028,A00031,6.1,7.1,4.3,3.0
G028,A00032,7.2,5.3,4.7,10.0
G028,A00033,7.6,8.4,7.9,10.0
G028,A00034,7.8,7.5,5.9,10.0
G028,A00035,7.3,7.8,7.5,3.0
G028,A00036,5.6,7.5,7.4,10.0
G028,A00037,6.9,7.1,6.0,10.0
G028,A00038,6.0,6.6,6.8,3.0
G028,A00039,5.4,8.0,4.8,10.0
G028,A00040,7.4,8.3,6.8,3.0
G029,A00005,4.6,6.7,5.1,3.0
G029,A00006,7.7,8.3,7.3,3.0
G029,A00007,6.1,7.0,4.3,3.0
G029,A00008,6.7,6.9,7.1,3.0
G029,A00009,6.8,6.6,4.4,3.0
G029,A00010,7.6,5.7,7.5,3.0
G029,A00011,6.7,5.0,5.2,10.0
G029,A00012,6.6,5.8,6.6,10.0
G029,A00013,4.7,6.8,6.0,10.0
G029,A00014,6.3,6.3,5.5,3.0
G029,A00015,5.0,6.6,6.6,3.0
G029,A00016,7.1,8.4,7.8,3.0
G029,A00029,6.3,6.2,4.2,3.0
G029,A00030,6.9,6.6,7.7,10.0
G029,A00031,4.6,5.5,6.4,10.0
G029,A00032,4.8,5.2,7.2,10.0
G029,A00033,7.0,7.7,5.5,10.0
G029,A00034,4.8,7.0,5.9,10.0
G029,A00035,4.7,7.7,7.5,10.0
G029,A00036,4.5,5.5,5.7,10.0
G030,A00001,7.8,7.0,6.1,10.0
G030,A00002,0.0,0.0,4.1,10.0
G030,A00003,5.7,5.8,4.6,10.0
G030,A00004,5.5,5.0,6.6,3.0
G030,A00005,5.7,5.5,6.9,10.0
G030,A00006,0.0,0.0,6.3,3.0
G030,A00007,6.8,5.4,4.6,3.0
G030,A00008,0.0,0.0,5.8,10.0
G030,A00017,5.1,6.1,5.4,3.0
G030,A00018,4.8,5.5,6.0,10.0
G030,A00019,6.8,5.7,7.5,3.0
G030,A00020,7.2,7.1,7.1,10.0
G030,A00021,5.4,5.2,4.3,10.0
G030,A00022,4.6,8.0,7.6,3.0
G030,A00023,4.8,8.4,5.9,10.0
G030,A00024,7.9,5.9,7.0,3.0
G030,A00029,5.5,6.6,4.6,3.0
G030,A00030,7.2,5.1,6.7,10.0
G030,A00031,6.7,7.2,4.9,3.0
G030,A00032,5.8,6.4,5.8,10.0
G031,A00009,5.2,5.9,4.1,10.0
G031,A00010,4.9,5.7,4.6,10.0
G031,A00011,6.7,7.3,4.4,10.0
G031,A00012,7.2,6.5,5.0,3.0
G031,A00017,6.8,5.6,4.4,3.0
G031,A00018,0.0,0.0,6.8,3.0
G031,A00019,4.6,7.0,4.1,10.0
G031,A00020,7.9,8.0,6.5,3.0
G031,A00021,7.3,5.4,4.6,3.0
G031,A00022,5.5,7.7,7.8,3.0
G031,A00023,7.9,7.4,7.7,3.0
G031,A00024,0.0,0.0,4.9,3.0
G031,A00025,6.5,7.4,6.5,10.0
G031,A00026,7.1,6.5,4.1,10.0
G031,A00027,7.3,8.3,7.7,3.0
G031,A00028,0.0,0.0,6.1,3.0
G031,A00029,4.9,7.2,4.2,3.0
G031,A00030,5.7,6.3,5.4,3.0
G031,A00031,7.7,8.3,4.3,10.0
G031,A00032,5.3,6.2,5.6,10.0
G032,A00001,5.8,8.4,6.7,10.0
G032,A00002,6.0,8.2,5.9,3.0
G032,A00003,6.0,5.9,5.5,3.0
G032,A00004,6.6,7.8,4.5,3.0
G032,A00017,7.8,8.5,5.0,10.0
G032,A00018,5.3,5.9,4.4,3.0
G032,A00019,4.9,6.5,7.2,3.0
G032,A00020,5.2,6.8,4.5,10.0
G032,A00021,7.6,6.0,6.4,3.0
G032,A00022,6.8,5.1,5.4,3.0
G032,A00023,5.5,5.8,4.9,10.0
G032,A00024,7.4,6.0,6.6,10.0
G032,A00033,7.5,6.6,5.8,3.0
G032,A00034,7.5,5.6,5.6,10.0
G032,A00035,7.7,8.1,6.4,3.0
G032,A00036,5.4,7.5,6.0,3.0
G032,A00037,7.1,5.3,5.2,3.0
G032,A00038,6.1,7.3,6.2,3.0
G032,A00039,7.4,7.3,6.7,3.0
G032,A00040,7.0,8.3,4.1,10.0
G033,A00005,7.2,5.0,5.9,3.0
G033,A00006,6.8,5.9,4.2,3.0
G033,A00007,5.1,8.2,4.7,10.0
G033,A00008,6.4,8.3,6.2,3.0
G033,A00013,7.9,7.5,7.5,10.0
G033,A00014,7.8,7.7,7.5,10.0
G033,A00015,4.7,5.3,4.3,3.0
G033,A00016,5.1,6.8,5.7,3.0
G033,A00017,5.0,5.8,6.3,3.0
G033,A00018,7.0,5.6,4.6,10.0
G033,A00019,0.0,0.0,7.1,10.0
G033,A00020,5.2,5.5,7.0,3.0
G033,A00025,6.3,6.6,7.6,10.0
G033,A00026,7.4,8.3,4.0,10.0
G033,A00027,7.1,5.7,4.9,10.0
G033,A00028,6.4,8.4,7.3,3.0
G033,A00033,6.6,8.5,6.7,10.0
G033,A00034,6.3,6.9,7.6,3.0
G033,A00035,5.5,5.6,4.2,3.0
G033,A00036,6.5,6.1,6.4,3.0
G034,A00001,6.9,6.5,6.3,10.0
G034,A00002,7.6,6.1,4.1,3.0
G034,A00003,0.0,0.0,6.1,10.0
G034,A00004,0.0,0.0,6.4,3.0
G034,A00017,5.1,5.5,4.8,10.0
G034,A00018,6.1,7.6,5.1,3.0
G034,A00019,4.5,5.0,6.6,3.0
G034,A00020,5.4,7.1,5.9,3.0
G034,A00021,7.0,8.2,7.4,10.0
G034,A00022,8.0,6.0,5.4,10.0
G034,A00023,4.8,5.6,5.1,3.0
G034,A00024,5.9,7.3,7.9,10.0
G034,A00029,7.3,7.5,7.6,3.0
G034,A00030,5.2,7.4,4.1,3.0
G034,A00031,6.4,6.1,7.1,3.0
G034,A00032,7.1,5.9,4.4,3.0
G034,A00037,6.7,8.3,4.1,3.0
G034,A00038,5.2,8.2,5.1,3.0
G034,A00039,5.7,6.6,5.1,10.0
G034,A00040,7.2,8.0,7.3,10.0
G035,A00005,6.4,6.6,6.8,10.0
G035,A00006,4.5,6.5,7.9,10.0
G035,A00007,7.2,5.5,6.8,3.0
G035,A00008,4.6,6.5,5.7,3.0
G035,A00009,7.1,6.9,6.8,10.0
G035,A00010,0.0,0.0,8.0,10.0
G035,A00011,7.9,6.6,6.8,10.0
G035,A00012,5.8,7.7,7.0,10.0
G035,A00013,5.6,7.4,7.8,3.0
G035,A00014,5.0,7.2,4.5,10.0
G035,A00015,5.6,8.2,6.8,10.0
G035,A00016,7.6,5.1,7.4,3.0
G035,A00017,0.0,0.0,7.8,10.0
G035,A00018,5.8,7.8,4.8,3.0
G035,A00019,6.1,6.9,6.0,3.0
G035,A00020,7.0,6.1,6.7,3.0
G035,A00021,7.6,5.5,5.0,10.0
G035,A00022,6.6,8.1,6.4,10.0
G035,A00023,5.9,6.6,5.0,10.0
G035,A00024,5.9,8.1,5.3,10.0
G036,A00001,6.9,7.1,5.8,3.0
G036,A00002,4.5,7.4,6.1,3.0
G036,A00003,6.7,7.8,5.8,10.0
G036,A00004,5.7,7.3,6.0,3.0
G036,A00009,7.3,6.4,5.2,3.0
G036,A00010,4.8,6.8,4.6,3.0
G036,A00011,0.0,0.0,4.2,3.0
G036,A00012,6.2,6.3,4.8,10.0
G036,A00017,6.7,6.4,6.3,3.0
G036,A00018,4.7,5.3,7.1,3.0
G036,A00019,6.5,8.2,4.7,3.0
G036,A00020,6.5,5.3,4.4,3.0
G036,A00025,6.5,7.3,7.0,10.0
G036,A00026,6.6,6.4,5.2,3.0
G036,A00027,6.9,6.4,7.8,3.0
G036,A00028,7.3,7.4,6.9,3.0
G036,A00029,5.4,5.2,5.3,10.0
G036,A00030,7.4,7.1,5.2,10.0
G036,A00031,6.2,7.7,6.1,3.0
G036,A00032,4.8,7.9,4.3,3.0
G037,A00005,4.7,5.6,4.5,10.0
G037,A00006,0.0,0.0,4.7,10.0
G037,A00007,7.2,7.3,7.1,3.0
G037,A00008,7.0,8.1,6.1,10.0
G037,A00009,7.3,6.7,4.0,3.0
G037,A00010,6.3,6.9,6.7,3.0
G037,A00011,6.0,8.2,5.7,10.0
G037,A00012,5.0,8.1,6.0,3.0
G037,A00021,5.6,6.6,4.9,10.0
G037,A00022,6.0,6.0,6.2,10.0
G037,A00023,4.8,6.4,7.9,10.0
G037,A00024,5.3,6.4,4.3,10.0
G037,A00033,6.6,6.0,5.1,10.0
G037,A00034,7.1,5.9,5.0,3.0
G037,A00035,8.0,8.0,5.0,3.0
G037,A00036,7.8,5.2,5.5,3.0
G037,A00037,6.7,7.4,7.3,3.0
G037,A00038,6.0,5.6,7.7,10.0
G037,A00039,6.7,6.2,4.8,10.0
G037,A00040,7.2,5.2,6.2,10.0
G038,A00001,4.9,5.9,6.5,10.0
G038,A00002,0.0,0.0,6.1,3.0
G038,A00003,7.4,8.1,5.7,3.0
G038,A00004,0.0,0.0,4.8,10.0
G038,A00021,6.5,6.6,6.0,3.0
G038,A00022,6.6,6.6,5.6,10.0
G038,A00023,5.1,8.1,7.2,3.0
G038,A00024,5.8,7.7,7.1,10.0
G038,A00025,5.7,6.8,4.5,3.0
G038,A00026,4.6,7.3,4.4,3.0
G038,A00027,4.6,8.0,7.6,3.0
G038,A00028,0.0,0.0,6.1,10.0
G038,A00029,5.5,6.4,7.4,10.0
G038,A00030,6.3,8.2,4.2,10.0
G038,A00031,5.5,7.6,6.1,3.0
G038,A00032,7.8,6.9,6.2,10.0
G038,A00033,5.4,6.9,7.4,3.0
G038,A00034,6.0,6.2,4.4,10.0
G038,A00035,0.0,0.0,5.0,3.0
G038,A00036,7.4,7.3,5.6,3.0
G039,A00005,5.2,6.5,7.5,10.0
G039,A00006,7.3,7.5,7.8,3.0
G039,A00007,6.1,8.0,8.0,10.0
G039,A00008,6.2,5.5,7.8,10.0
G039,A00009,5.0,6.6,4.0,10.0
G039,A00010,4.8,6.4,4.2,10.0
G039,A00011,7.0,7.4,4.6,10.0
G039,A00012,6.2,5.9,5.4,10.0
G039,A00017,6.0,7.2,7.3,3.0
G039,A00018,7.1,8.1,7.6,10.0
G039,A00019,7.2,6.5,4.7,3.0
G039,A00020,5.1,8.2,6.5,3.0
G039,A00021,6.6,8.5,7.7,10.0
G039,A00022,5.0,5.4,5.9,10.0
G039,A00023,7.1,5.8,4.4,10.0
G039,A00024,6.8,8.3,5.8,10.0
G039,A00029,7.8,8.4,5.5,10.0
G039,A00030,4.7,5.3,6.3,10.0
G039,A00031,4.7,5.1,5.8,10.0
G039,A00032,5.5,5.6,4.1,3.0
G040,A00001,5.4,8.5,8.0,3.0
G040,A00002,5.4,5.6,6.2,10.0
G040,A00003,7.7,6.8,5.9,3.0
G040,A00004,5.4,8.0,7.8,3.0
G040,A00017,5.5,5.1,4.6,3.0
G040,A00018,7.2,7.1,4.8,10.0
G040,A00019,6.1,6.0,7.2,10.0
G040,A00020,7.2,8.0,5.0,10.0
G040,A00025,4.7,6.0,7.2,10.0
G040,A00026,6.2,7.4,5.1,3.0
G040,A00027,4.6,7.4,4.1,10.0
G040,A00028,4.7,5.8,6.1,3.0
G040,A00033,7.7,5.1,4.8,3.0
G040,A00034,5.0,6.4,7.0,10.0
G040,A00035,6.4,6.0,6.6,3.0
G040,A00036,5.9,7.8,7.7,3.0
G040,A00037,5.7,7.8,7.1,10.0
G040,A00038,7.6,6.6,4.7,3.0
G040,A00039,4.6,7.1,7.2,10.0
G040,A00040,6.8,7.1,6.6,3.0
G041,A00005,7.9,7.9,6.7,10.0
G041,A00006,6.5,6.5,7.3,3.0
G041,A00007,0.0,0.0,6.3,3.0
G041,A00008,4.7,5.9,5.9,10.0
G041,A00013,6.0,6.9,6.5,10.0
G041,A00014,5.4,6.6,5.2,10.0
G041,A00015,7.1,6.5,4.7,3.0
G041,A00016,7.9,5.3,6.5,10.0
G041,A00021,5.4,7.5,4.9,10.0
G041,A00022,6.8,5.7,4.3,10.0
G041,A00023,5.2,5.7,4.0,10.0
G041,A00024,6.5,6.4,6.4,3.0
G041,A00025,6.1,5.8,5.4,3.0
G041,A00026,7.9,7.0,7.0,10.0
G041,A00027,6.6,6.3,5.5,3.0
G041,A00028,5.7,6.6,5.9,3.0
G041,A00033,4.9,6.9,5.6,3.0
G041,A00034,5.0,5.7,6.6,3.0
G041,A00035,5.3,5.5,5.4,3.0
G041,A00036,5.4,8.1,7.9,10.0
G042,A00005,7.5,6.5,7.7,10.0
G042,A00006,6.5,6.4,7.4,10.0
G042,A00007,6.3,5.1,7.7,3.0
G042,A00008,4.9,6.7,5.8,3.0
G042,A00013,7.5,6.9,6.1,10.0
G042,A00014,7.0,7.0,7.0,3.0
G042,A00015,4.7,7.5,6.8,10.0
G042,A00016,7.0,5.6,7.6,10.0
G042,A00017,6.4,5.9,6.9,3.0
G042,A00018,4.8,7.8,8.0,10.0
G042,A00019,6.1,8.3,5.4,3.0
G042,A00020,6.2,5.5,7.3,10.0
G042,A00033,5.1,6.7,6.8,3.0
G042,A00034,7.8,5.7,6.8,10.0
G042,A00035,7.5,5.2,5.3,10.0
G042,A00036,6.8,6.1,7.1,3.0
G042,A00037,6.1,5.5,7.6,10.0
G042,A00038,5.9,7.5,4.9,10.0
G042,A00039,6.8,6.9,6.5,3.0
G042,A00040,6.4,5.5,5.6,3.0
G043,A00001,4.7,5.0,8.0,10.0
G043,A00002,6.3,7.8,5.9,3.0
G043,A00003,7.3,5.6,4.9,3.0
G043,A00004,6.1,7.1,5.5,10.0
G043,A00005,4.7,6.2,6.6,3.0
G043,A00006,7.3,7.0,4.3,3.0
G043,A00007,5.2,6.1,6.4,10.0
G043,A00008,5.4,5.3,7.7,3.0
G043,A00013,5.1,5.8,7.4,10.0
G043,A00014,5.7,5.7,4.3,3.0
G043,A00015,7.1,6.5,8.0,3.0
G043,A00016,6.3,7.3,6.8,10.0
G043,A00021,5.2,5.9,4.6,3.0
G043,A00022,7.6,5.0,4.0,10.0
G043,A00023,7.6,6.8,4.7,3.0
G043,A00024,7.5,7.1,7.4,3.0
G043,A00029,5.3,8.4,4.1,3.0
G043,A00030,6.1,7.1,4.9,3.0
G043,A00031,7.9,6.6,7.0,10.0
G043,A00032,7.2,7.0,6.3,3.0
G044,A00005,4.6,8.2,7.1,10.0
G044,A00006,4.7,7.9,7.0,3.0
G044,A00007,6.1,6.1,4.2,3.0
G044,A00008,7.7,5.8,7.6,10.0
G044,A00009,6.4,5.9,4.9,3.0
G044,A00010,6.2,6.8,6.2,10.0
G044,A00011,4.9,7.6,6.6,10.0
G044,A00012,6.8,6.8,4.7,3.0
G044,A00013,7.4,5.2,7.9,3.0
G044,A00014,5.8,7.5,6.0,10.0
G044,A00015,7.2,7.8,4.2,10.0
G044,A00016,7.9,6.0,7.7,3.0
G044,A00025,5.2,7.3,6.3,10.0
G044,A00026,6.3,6.5,6.8,10.0
G044,A00027,5.5,8.1,6.1,10.0
G044,A00028,7.3,8.0,7.3,3.0
G044,A00037,6.5,6.8,4.1,3.0
G044,A00038,6.7,7.4,5.1,10.0
G044,A00039,7.3,8.1,5.9,3.0
G044,A00040,5.9,6.7,4.3,10.0
G045,A00009,7.7,6.1,6.8,10.0
G045,A00010,6.4,7.6,5.6,10.0
G045,A00011,5.1,5.8,5.1,3.0
G045,A00012,0.0,0.0,4.0,10.0
G045,A00013,7.3,8.0,6.9,3.0
G045,A00014,5.6,7.5,7.3,10.0
G045,A00015,7.5,6.4,5.6,3.0
G045,A00016,7.7,5.8,6.3,10.0
G045,A00017,5.5,6.2,4.9,3.0
G045,A00018,7.9,6.0,6.5,10.0
G045,A00019,5.0,5.6,4.0,10.0
G045,A00020,5.2,7.6,6.0,10.0
G045,A00033,5.1,5.9,6.6,10.0
G045,A00034,7.6,6.6,7.7,3.0
G045,A00035,6.8,6.4,5.5,10.0
G045,A00036,0.0,0.0,7.1,3.0
G045,A00037,6.0,6.4,6.4,10.0
G045,A00038,6.7,5.3,7.7,10.0
G045,A00039,0.0,0.0,5.6,3.0
G045,A00040,7.6,7.1,5.3,10.0
G046,A00001,7.3,7.1,7.5,10.0
G046,A00002,6.3,6.5,4.2,3.0
G046,A00003,7.9,6.5,4.5,10.0
G046,A00004,6.0,5.2,4.3,10.0
G046,A00005,7.9,6.8,7.4,3.0
G046,A00006,6.8,6.8,4.0,10.0
G046,A00007,6.7,5.5,7.4,10.0
G046,A00008,5.1,5.4,5.8,3.0
G046,A00017,7.6,5.4,4.0,3.0
G046,A00018,6.0,5.4,5.6,10.0
G046,A00019,5.1,7.1,4.7,10.0
G046,A00020,4.5,5.7,6.5,3.0
G046,A00025,0.0,0.0,6.7,10.0
G046,A00026,6.3,5.6,6.0,3.0
G046,A00027,7.0,8.4,4.2,3.0
G046,A00028,7.6,8.0,6.6,3.0
G046,A00029,4.8,5.8,7.4,10.0
G046,A00030,7.1,6.1,6.9,10.0
G046,A00031,5.2,5.7,7.3,3.0
G046,A00032,7.5,6.7,4.8,10.0
G047,A00001,7.4,5.1,7.6,3.0
G047,A00002,6.4,7.3,5.3,10.0
G047,A00003,0.0,0.0,4.1,10.0
G047,A00004,5.6,8.1,7.4,10.0
G047,A00005,6.1,5.6,7.8,10.0
G047,A00006,7.4,7.8,6.6,10.0
G047,A00007,6.1,7.8,4.9,10.0
G047,A00008,5.8,5.4,5.0,3.0
G047,A00009,6.2,6.4,5.9,10.0
G047,A00010,7.4,5.6,7.6,10.0
G047,A00011,5.7,5.9,4.6,10.0
G047,A00012,5.1,5.9,7.3,3.0
G047,A00025,7.0,6.9,5.2,3.0
G047,A00026,7.4,6.4,7.2,3.0
G047,A00027,4.9,8.3,7.7,10.0
G047,A00028,0.0,0.0,5.7,10.0
G047,A00033,5.0,8.4,5.5,3.0
G047,A00034,0.0,0.0,7.2,10.0
G047,A00035,6.1,7.7,6.1,10.0
G047,A00036,7.1,6.2,6.7,10.0
G048,A00001,6.8,5.5,6.5,10.0
G048,A00002,6.7,8.0,4.6,3.0
G048,A00003,5.7,6.1,7.4,10.0
G048,A00004,7.4,7.3,4.8,3.0
G048,A00005,6.1,7.0,7.7,3.0
G048,A00006,7.9,6.7,5.0,10.0
G048,A00007,6.7,6.7,6.9,10.0
G048,A00008,4.9,7.6,5.1,10.0
G048,A00021,6.9,5.3,5.3,10.0
G048,A00022,5.6,7.3,5.2,10.0
G048,A00023,6.9,8.1,7.0,10.0
G048,A00024,4.7,5.2,6.2,10.0
G048,A00029,5.1,5.5,7.5,10.0
G048,A00030,7.5,7.5,5.2,10.0
G048,A00031,5.3,6.5,6.8,3.0
G048,A00032,7.4,6.4,7.0,10.0
G048,A00037,5.5,5.5,4.6,3.0
G048,A00038,6.8,6.8,5.6,3.0
G048,A00039,6.9,5.4,5.9,10.0
G048,A00040,6.3,6.7,5.4,3.0
G049,A00005,5.6,7.7,5.3,3.0
G049,A00006,0.0,0.0,6.7,10.0
G049,A00007,0.0,0.0,4.9,3.0
G049,A00008,5.6,8.5,6.8,10.0
G049,A00017,6.8,7.4,7.7,10.0
G049,A00018,0.0,0.0,6.3,10.0
G049,A00019,7.5,6.5,6.4,10.0
G049,A00020,7.2,7.7,4.3,3.0
G049,A00021,7.3,5.1,7.5,3.0
G049,A00022,6.8,5.4,5.1,3.0
G049,A00023,5.4,5.7,6.5,3.0
G049,A00024,7.7,6.4,7.9,3.0
G049,A00025,6.8,8.0,6.4,10.0
G049,A00026,6.5,6.2,6.9,10.0
G049,A00027,4.9,7.3,5.8,10.0
G049,A00028,6.1,7.5,4.2,3.0
G049,A00037,6.1,7.1,7.2,10.0
G049,A00038,7.5,6.3,4.1,3.0
G049,A00039,6.4,7.0,6.8,10.0
G049,A00040,0.0,0.0,4.1,10.0
G050,A00005,7.9,5.3,7.4,10.0
G050,A00006,4.9,8.5,4.6,3.0
G050,A00007,6.0,5.4,6.1,10.0
G050,A00008,4.6,5.3,6.4,10.0
G050,A00009,7.1,8.1,5.8,3.0
G050,A00010,7.7,6.1,5.4,10.0
G050,A00011,5.5,7.3,5.9,3.0
G050,A00012,7.5,6.2,5.2,3.0
G050,A00021,5.5,6.4,5.8,10.0
G050,A00022,7.7,5.9,5.4,3.0
G050,A00023,7.1,6.2,6.3,10.0
G050,A00024,7.3,6.4,5.0,10.0
G050,A00025,4.6,7.5,8.0,10.0
G050,A00026,7.9,6.8,6.0,10.0
G050,A00027,7.0,8.3,4.8,3.0
G050,A00028,5.6,5.1,5.9,10.0
G050,A00029,7.4,6.8,7.5,10.0
G050,A00030,5.5,7.0,4.1,10.0
G050,A00031,7.6,8.2,6.7,10.0
G050,A00032,4.9,5.2,6.2,10.0
G051,A00005,7.0,7.0,4.7,3.0
G051,A00006,6.4,8.0,7.3,10.0
G051,A00007,4.8,5.8,5.5,10.0
G051,A00008,5.3,8.1,5.2,3.0
G051,A00009,4.5,5.1,7.3,3.0
G051,A00010,0.0,0.0,6.6,10.0
G051,A00011,5.6,8.3,7.6,10.0
G051,A00012,6.6,7.3,6.5,3.0
G051,A00013,5.5,6.5,7.0,3.0
G051,A00014,5.5,5.2,7.3,10.0
G051,A00015,7.1,8.2,4.2,10.0
G051,A00016,4.7,6.6,7.1,3.0
G051,A00033,7.7,5.1,6.5,10.0
G051,A00034,7.5,7.4,4.3,10.0
G051,A00035,6.8,6.7,6.0,10.0
G051,A00036,6.6,5.4,4.3,3.0
G051,A00037,7.6,5.7,6.9,3.0
G051,A00038,5.1,5.2,6.2,10.0
G051,A00039,4.8,7.0,7.8,3.0
G051,A00040,5.3,7.2,4.7,3.0
G052,A00001,7.3,6.8,6.4,3.0
G052,A00002,4.6,7.9,4.8,10.0
G052,A00003,6.5,8.0,6.5,10.0
G052,A00004,8.0,7.2,6.9,10.0
G052,A00009,7.5,5.0,6.9,10.0
G052,A00010,6.3,7.4,7.3,10.0
G052,A00011,4.7,6.5,7.4,3.0
G052,A00012,7.4,7.0,4.3,3.0
G052,A00013,6.6,7.3,5.4,10.0
G052,A00014,0.0,0.0,6.7,3.0
G052,A00015,4.8,8.2,6.0,10.0
G052,A00016,7.7,5.5,4.8,3.0
G052,A00029,0.0,0.0,6.2,10.0
G052,A00030,7.4,5.0,5.6,3.0
G052,A00031,7.6,8.2,5.6,3.0
G052,A00032,6.5,5.4,7.2,3.0
G052,A00037,6.3,5.3,5.6,10.0
G052,A00038,6.0,6.2,4.1,10.0
G052,A00039,5.6,6.3,4.2,10.0
