student_unique_id,course_unique_id,assignment_total,assignment_max_total,midterm_grade,final_grade,total_course_grade,performance_level,student_system_type,general_grade_level,used_mercy,course_status,grade_description
C179,C067,16,20,19,54,89,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C179,C069,6,20,20,47,73,PASS,Credit,غير مُطبق,FALSE,Pass,جيد
C182,C061,11,20,17,51,79,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C182,C064,13,20,16,46,75,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C182,C065,12,20,15,48,75,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C182,C066,13,20,19,48,80,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C182,C068,15,20,15,49,79,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C191,C061,16,20,15,60,91,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C191,C065,18,20,14,49,81,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C191,C066,10,20,19,51,80,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C191,C068,16,20,12,45,73,PASS,Credit,غير مُطبق,FALSE,Pass,جيد
C191,C069,18,20,16,56,90,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C195,C064,15,20,15,55,85,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C195,C065,15,20,14,49,78,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C195,C066,11,20,16,58,85,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C195,C067,14,20,20,43,77,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
C195,C068,13,20,12,60,85,PASS,Credit,غير مُطبق,FALSE,Pass,جيد جدًا
G001,C001,14,20,15,52,47,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G001,C003,16,20,18,57,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G001,C006,18,20,17,49,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G001,C007,15,20,18,53,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G001,C009,15,20,16,56,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G002,C003,15,20,20,43,78,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G002,C004,18,20,13,54,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G002,C005,18,20,18,59,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G002,C006,18,20,19,50,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G002,C010,13,20,16,52,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G003,C002,15,20,19,42,45,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G003,C004,8,20,16,58,48,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G003,C006,13,20,15,54,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G003,C007,15,20,18,48,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G003,C009,18,20,14,54,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G004,C001,15,20,17,49,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G004,C002,10,20,12,52,74,WEAK,General,جيد,FALSE,Pass,جيد
G004,C004,15,20,15,44,74,PASS,General,جيد,FALSE,Pass,جيد
G004,C007,13,20,14,43,70,PASS,General,جيد,FALSE,Pass,جيد
G004,C010,10,20,17,57,84,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G005,C002,20,20,17,42,79,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G005,C005,10,20,14,51,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G005,C006,10,20,19,44,73,PASS,General,جيد,FALSE,Pass,جيد
G005,C007,8,20,18,44,70,PASS,General,جيد,FALSE,Pass,جيد
G005,C009,12,20,13,58,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G006,C001,5,20,12,59,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G006,C002,15,20,20,56,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G006,C004,13,20,19,50,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G006,C006,18,20,19,60,97,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G006,C007,14,20,17,48,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G007,C002,8,20,20,57,46,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G007,C004,20,20,13,54,48,WEAK,General,ممتاز,FALSE,Fail,جيد جدًا
G007,C005,18,20,20,40,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G007,C008,18,20,14,53,85,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G007,C009,11,20,14,46,71,PASS,General,جيد,FALSE,Pass,جيد
G008,C003,18,20,20,40,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G008,C006,15,20,14,41,70,WEAK,General,جيد,FALSE,Pass,جيد
G008,C007,15,20,18,50,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G008,C008,16,20,19,45,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G008,C009,13,20,18,46,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G009,C001,11,20,17,49,48,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G009,C002,18,20,19,40,46,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G009,C007,15,20,18,58,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G009,C008,16,20,18,52,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G009,C010,15,20,16,43,74,PASS,General,جيد,FALSE,Pass,جيد
G010,C001,18,20,19,46,36,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G010,C002,16,20,12,57,41,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G010,C005,15,20,17,42,43,PASS,General,جيد,FALSE,Fail,جيد
G010,C008,16,20,16,57,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G010,C009,15,20,12,45,72,WEAK,General,جيد,FALSE,Pass,جيد
G011,C001,14,20,12,60,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G011,C006,8,20,18,54,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G011,C008,11,20,19,42,72,PASS,General,جيد,FALSE,Pass,جيد
G011,C009,11,20,15,55,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G011,C010,13,20,12,45,70,PASS,General,جيد,FALSE,Pass,جيد
G012,C002,10,20,13,49,72,WEAK,General,جيد,FALSE,Pass,جيد
G012,C004,11,20,19,47,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G012,C005,15,20,19,55,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G012,C006,14,20,16,53,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G012,C007,16,20,17,54,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G013,C003,20,20,13,45,46,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G013,C004,18,20,20,41,47,FAIL,General,جيد جدًا,FALSE,Fail,جيد جدًا
G013,C008,13,20,19,41,73,PASS,General,جيد,FALSE,Pass,جيد
G013,C009,16,20,16,59,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G013,C010,15,20,17,48,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G014,C003,16,20,14,60,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G014,C004,12,20,13,53,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G014,C006,3,20,17,46,66,PASS,General,جيد,FALSE,Pass,جيد
G014,C008,13,20,16,41,70,WEAK,General,جيد,FALSE,Pass,جيد
G014,C010,16,20,17,49,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G015,C003,18,20,18,48,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G015,C004,15,20,13,54,82,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G015,C006,15,20,18,49,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G015,C007,6,20,19,50,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G015,C008,18,20,18,41,77,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G016,C004,15,20,19,48,48,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G016,C006,15,20,13,59,48,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G016,C007,14,20,14,41,69,PASS,General,جيد,FALSE,Pass,جيد
G016,C009,18,20,16,47,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G016,C010,18,20,13,48,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G017,C002,18,20,12,51,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G017,C004,5,20,15,57,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G017,C007,15,20,13,53,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G017,C008,18,20,19,58,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G017,C010,13,20,16,42,71,WEAK,General,جيد,FALSE,Pass,جيد
G018,C002,13,20,15,46,74,PASS,General,جيد,FALSE,Pass,جيد
G018,C004,13,20,17,51,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G018,C008,18,20,18,51,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G018,C009,13,20,12,51,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G018,C010,15,20,14,56,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G019,C004,18,20,17,47,82,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G019,C007,20,20,15,49,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G019,C008,9,20,13,55,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G019,C009,10,20,15,58,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G019,C010,6,20,20,60,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G020,C001,8,20,20,52,46,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G020,C002,8,20,20,58,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G020,C005,15,20,13,59,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G020,C007,20,20,18,53,91,FAIL,General,ممتاز,FALSE,Pass,جيد جدًا
G020,C010,18,20,12,60,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G021,C004,15,20,12,40,46,WEAK,General,جيد,FALSE,Fail,جيد
G021,C005,10,20,16,55,46,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G021,C006,13,20,15,60,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G021,C008,18,20,17,53,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G021,C009,16,20,17,56,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G022,C001,10,20,20,40,46,PASS,General,جيد,FALSE,Fail,جيد
G022,C003,15,20,18,46,47,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G022,C007,11,20,16,44,71,PASS,General,جيد,FALSE,Pass,جيد
G022,C008,11,20,13,42,66,PASS,General,جيد,FALSE,Pass,جيد
G022,C010,18,20,17,50,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G023,C002,9,20,16,46,44,FAIL,General,جيد,FALSE,Fail,جيد
G023,C003,20,20,19,59,33,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G023,C004,8,20,12,44,32,FAIL,General,مقبول,FALSE,Fail,مقبول
G023,C009,16,20,12,44,72,PASS,General,جيد,FALSE,Pass,جيد
G023,C010,10,20,14,43,67,PASS,General,جيد,FALSE,Pass,جيد
G024,C001,10,20,17,60,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G024,C002,18,20,20,57,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G024,C004,13,20,14,40,67,PASS,General,جيد,FALSE,Pass,جيد
G024,C008,16,20,15,40,71,PASS,General,جيد,FALSE,Pass,جيد
G024,C009,18,20,15,57,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G025,C002,18,20,19,60,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G025,C004,15,20,16,57,45,WEAK,General,ممتاز,FALSE,Fail,جيد جدًا
G025,C005,15,20,15,46,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G025,C007,15,20,13,55,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G025,C008,16,20,18,44,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G026,C003,3,20,17,53,73,PASS,General,جيد,FALSE,Pass,جيد
G026,C004,13,20,13,55,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G026,C005,10,20,14,53,77,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G026,C006,18,20,15,46,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G026,C007,5,20,14,56,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G027,C002,6,20,13,42,45,WEAK,General,مقبول,FALSE,Fail,مقبول
G027,C003,13,20,13,41,46,PASS,General,جيد,FALSE,Fail,جيد
G027,C004,16,20,12,53,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G027,C008,15,20,15,51,81,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G027,C010,11,20,20,44,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G028,C004,13,20,20,41,74,PASS,General,جيد,FALSE,Pass,جيد
G028,C005,13,20,12,44,69,PASS,General,جيد,FALSE,Pass,جيد
G028,C008,10,20,15,54,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G028,C009,8,20,17,58,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G028,C010,8,20,13,42,63,PASS,General,مقبول,FALSE,Pass,مقبول
G029,C002,18,20,19,46,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G029,C003,18,20,17,57,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G029,C004,16,20,17,50,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G029,C008,15,20,13,48,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G029,C009,15,20,17,40,72,PASS,General,جيد,FALSE,Pass,جيد
G030,C001,15,20,15,53,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G030,C002,18,20,17,45,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G030,C005,13,20,13,42,68,PASS,General,جيد,FALSE,Pass,جيد
G030,C006,3,20,20,46,69,PASS,General,جيد,FALSE,Pass,جيد
G030,C008,13,20,19,60,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G031,C003,14,20,15,54,44,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G031,C005,13,20,14,59,43,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G031,C006,16,20,12,54,31,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G031,C007,15,20,16,44,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G031,C008,15,20,14,59,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G032,C001,15,20,19,40,74,PASS,General,جيد,FALSE,Pass,جيد
G032,C005,8,20,12,51,71,WEAK,General,جيد,FALSE,Pass,جيد
G032,C006,16,20,14,60,90,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G032,C009,14,20,12,59,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G032,C010,13,20,17,45,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G033,C002,6,20,17,43,47,PASS,General,جيد,FALSE,Fail,جيد
G033,C004,10,20,12,60,47,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G033,C005,16,20,19,59,94,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G033,C007,20,20,16,56,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G033,C009,3,20,14,45,62,PASS,General,مقبول,FALSE,Pass,مقبول
G034,C001,18,20,14,59,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G034,C005,13,20,20,51,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G034,C006,18,20,15,57,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G034,C008,8,20,12,55,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G034,C010,15,20,20,40,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G035,C002,18,20,16,56,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G035,C003,11,20,12,56,79,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G035,C004,13,20,12,46,71,WEAK,General,جيد,FALSE,Pass,جيد
G035,C005,13,20,13,51,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G035,C006,11,20,12,45,68,WEAK,General,جيد,FALSE,Pass,جيد
G036,C001,18,20,13,56,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G036,C003,14,20,19,49,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G036,C005,11,20,14,45,70,PASS,General,جيد,FALSE,Pass,جيد
G036,C007,11,20,12,52,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G036,C008,11,20,19,50,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G037,C002,15,20,13,40,68,PASS,General,جيد,FALSE,Pass,جيد
G037,C003,6,20,16,56,78,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G037,C006,14,20,19,46,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G037,C009,18,20,13,43,74,FAIL,General,جيد,FALSE,Pass,جيد
G037,C010,15,20,13,55,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G038,C001,18,20,15,51,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G038,C006,11,20,14,56,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G038,C007,18,20,12,44,74,PASS,General,جيد,FALSE,Pass,جيد
G038,C008,15,20,12,56,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G038,C009,13,20,12,59,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G039,C002,13,20,17,55,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G039,C003,18,20,19,56,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G039,C005,10,20,19,47,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G039,C006,10,20,16,54,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G039,C008,20,20,20,55,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G040,C001,18,20,12,47,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G040,C005,10,20,16,56,82,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G040,C007,13,20,18,57,88,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G040,C009,13,20,18,43,74,PASS,General,جيد,FALSE,Pass,جيد
G040,C010,16,20,18,42,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G041,C002,11,20,13,52,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G041,C004,13,20,16,50,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G041,C006,11,20,14,40,65,PASS,General,جيد,FALSE,Pass,جيد
G041,C007,8,20,15,50,73,PASS,General,جيد,FALSE,Pass,جيد
G041,C009,14,20,17,48,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G042,C002,15,20,17,60,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G042,C004,5,20,15,47,47,PASS,General,جيد,FALSE,Fail,جيد
G042,C005,15,20,14,45,74,PASS,General,جيد,FALSE,Pass,جيد
G042,C009,15,20,18,41,74,PASS,General,جيد,FALSE,Pass,جيد
G042,C010,14,20,20,54,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G043,C001,20,20,19,57,41,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G043,C002,16,20,18,57,42,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G043,C004,16,20,12,45,38,PASS,General,جيد,FALSE,Fail,جيد
G043,C006,14,20,15,55,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G043,C008,15,20,18,57,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G044,C002,13,20,19,52,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G044,C003,18,20,15,41,74,PASS,General,جيد,FALSE,Pass,جيد
G044,C004,18,20,12,56,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G044,C007,10,20,14,44,68,PASS,General,جيد,FALSE,Pass,جيد
G044,C010,15,20,18,57,90,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G045,C003,13,20,17,53,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G045,C004,13,20,20,44,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G045,C005,14,20,16,55,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G045,C009,16,20,20,51,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G045,C010,8,20,12,45,65,PASS,General,جيد,FALSE,Pass,جيد
G046,C001,13,20,16,51,39,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G046,C002,16,20,13,60,34,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G046,C005,15,20,18,56,31,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G046,C007,8,20,15,49,72,PASS,General,جيد,FALSE,Pass,جيد
G046,C008,18,20,16,45,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G047,C001,13,20,20,48,32,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G047,C002,16,20,17,52,30,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G047,C003,13,20,17,56,33,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G047,C007,0,20,12,48,60,WEAK,General,مقبول,FALSE,Pass,مقبول
G047,C009,15,20,20,56,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G048,C001,15,20,17,44,48,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G048,C002,14,20,20,60,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G048,C006,8,20,14,60,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G048,C008,9,20,13,43,65,PASS,General,جيد,FALSE,Pass,جيد
G048,C010,13,20,14,49,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G049,C002,18,20,13,46,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G049,C005,13,20,13,56,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G049,C006,9,20,13,44,66,PASS,General,جيد,FALSE,Pass,جيد
G049,C007,16,20,17,58,91,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G049,C010,15,20,16,57,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G050,C002,18,20,16,43,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G050,C003,15,20,16,56,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G050,C006,16,20,15,41,72,PASS,General,جيد,FALSE,Pass,جيد
G050,C007,3,20,20,53,76,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G050,C008,15,20,12,55,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G051,C002,16,20,20,51,87,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G051,C003,15,20,17,58,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G051,C004,20,20,16,41,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G051,C009,11,20,19,56,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G051,C010,18,20,18,40,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G052,C001,13,20,17,48,78,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G052,C003,18,20,18,59,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G052,C004,18,20,13,44,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G052,C008,15,20,12,57,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G052,C010,8,20,18,48,74,PASS,General,جيد,FALSE,Pass,جيد
G053,C001,5,20,17,55,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G053,C002,6,20,15,50,71,WEAK,General,جيد,FALSE,Pass,جيد
G053,C004,18,20,18,45,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G053,C005,18,20,16,41,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G053,C007,16,20,13,47,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G054,C001,14,20,15,52,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G054,C003,15,20,19,51,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G054,C006,18,20,20,45,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G054,C007,18,20,12,46,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G054,C010,10,20,19,48,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G055,C002,15,20,14,45,74,PASS,General,جيد,FALSE,Pass,جيد
G055,C003,10,20,17,45,72,PASS,General,جيد,FALSE,Pass,جيد
G055,C004,9,20,16,41,66,PASS,General,جيد,FALSE,Pass,جيد
G055,C005,16,20,13,42,71,PASS,General,جيد,FALSE,Pass,جيد
G055,C009,18,20,19,45,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G056,C001,13,20,18,50,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G056,C004,15,20,15,59,89,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G056,C005,20,20,19,60,99,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G056,C007,18,20,19,56,93,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G056,C008,10,20,12,56,78,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G057,C003,13,20,15,50,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G057,C004,20,20,19,53,92,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G057,C005,16,20,18,40,74,PASS,General,جيد,FALSE,Pass,جيد
G057,C008,16,20,12,56,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G057,C010,11,20,14,51,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G058,C001,5,20,13,59,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G058,C003,13,20,14,49,76,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G058,C004,11,20,19,55,85,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G058,C006,14,20,18,60,92,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G058,C007,16,20,16,55,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G059,C001,9,20,20,41,70,PASS,General,جيد,FALSE,Pass,جيد
G059,C002,18,20,13,40,71,PASS,General,جيد,FALSE,Pass,جيد
G059,C008,11,20,13,42,66,PASS,General,جيد,FALSE,Pass,جيد
